label,url,filepath,width,height
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnjMdiD3T-iB9aXRemZPIlZU50GTmTD_AFEQ&s,image_dataset\Dog\Dog_42.jpg,275,183
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL39jxtMblomhp2zuL1SCQHBvg2rXxwtDd6Q&s,image_dataset\Dog\Dog_43.jpg,183,275
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnZ8ml5zHmKFTnAhZ-lVJvvB2UvC8ONWifEg&s,image_dataset\Dog\Dog_44.jpg,235,215
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScH0hPgohbtz665qBpS6P3S2UBi3Gq5hi7LA&s,image_dataset\Dog\Dog_45.jpg,300,168
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLlmvrKi0wCBL7IQ2rMKGTsVDoF1lArzMnLw&s,image_dataset\Dog\Dog_46.jpg,300,168
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSc1AC9jfOEwWLGxrgARPsZ7TCC_pLW_TOpuQ&s,image_dataset\Dog\Dog_47.jpg,275,183
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP7ECy10LhX4hLQkfWuxKNSqjVm7lSB6eP4Q&s,image_dataset\Dog\Dog_48.jpg,194,259
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvBJodUzaACFBGtqS8Ug7mlzUeMF_cBKPKzg&s,image_dataset\Dog\Dog_49.jpg,275,183
Dog,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUyEJT71jG_gDaIoobKyTccpzjYIGtfV150QMuikg6Rlua7UwFwEKe&s=0,image_dataset\Dog\Dog_50.jpg,50,50
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmaTtDwxduJtGVzFmowr57Iqbrn43L2EZ50mxGqfDvFPS6rqbhI9lO2hDs&s,image_dataset\Cat\Cat_1.jpg,46,62
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTK_Zned9-cgEoLe1I1FzL9yMlQHjfqy6VszapiJUyayphV_obT_WciGen1&s,image_dataset\Cat\Cat_2.jpg,69,46
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmDzAmSmYLfpCnQjphmC9YKG9LOfOZBywGbZif-4r6h1q11-o1qNBsKole&s,image_dataset\Cat\Cat_3.jpg,46,46
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHNlk-MCl8NAZjuxCZjAXXQD7KI_NcPzvzzw&s,image_dataset\Cat\Cat_4.jpg,225,225
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRS0IQhVr9DDJCq61QX28zCoiqDrvezBh5ylw&s,image_dataset\Cat\Cat_5.jpg,275,183
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9jfp_3SK2bUyVUxdEhgrxfeaABTjii5gkiw&s,image_dataset\Cat\Cat_6.jpg,299,168
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-YIGV8GTRHiW_KACLMhhi9fEq2T5BDQcEyA&s,image_dataset\Cat\Cat_7.jpg,220,230
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSijLENkVHNs9jA-1hVEimNYtprQks-Nk9n7Q&s,image_dataset\Cat\Cat_8.jpg,205,246
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlt8Jq2989gvh48qSsWVdE69znjPj8yuYXAQ&s,image_dataset\Cat\Cat_9.jpg,223,226
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSN_rmVVbIWiG7vP7-MmXa-WkXQlugNUGRXIw&s,image_dataset\Cat\Cat_10.jpg,201,251
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmshAzj0wqdqrn8YeVRAtDgjWlIOZ-Q-8npg&s,image_dataset\Cat\Cat_11.jpg,183,275
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_nnWJ4LRqaqmtZi7tir3Jx_HO6BGX8p2V5w&s,image_dataset\Cat\Cat_12.jpg,275,183
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSz0kSuHwimKiIaNdUXwlaLMlkmnTXVC36Qkg&s,image_dataset\Cat\Cat_13.jpg,259,194
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0k2A_Hc9fq0GuQMt7i5hnJmY3m-2JfULTyQ&s,image_dataset\Cat\Cat_14.jpg,168,300
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBzfhY3RrNhK3i6fUxvrlpTMn5f87U5Lmm6w&s,image_dataset\Cat\Cat_15.jpg,307,164
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAkyaZRHWVvU4mdT347JhED5-bWqo5ULi5mg&s,image_dataset\Cat\Cat_16.jpg,431,117
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD6v0pCwOk8i_4ARvUYxhTIpo3i3_t7biNrg&s,image_dataset\Cat\Cat_17.jpg,194,259
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTj0Yrx17n1drkMYpW55ZQkkXegIynoji4hJA&s,image_dataset\Cat\Cat_18.jpg,275,183
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRheOc_goE5FYva5EJwIFDbqmoZT4z-2VYUSA&s,image_dataset\Cat\Cat_19.jpg,300,168
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeKOOpLy92UjzQxq8NCxgxOQJbj_YVdfHO_g&s,image_dataset\Cat\Cat_20.jpg,201,251
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqAmYNbMvxcxgz5QsjAr-Xxel1YJulvKav7g&s,image_dataset\Cat\Cat_21.jpg,259,194
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUJ0p0NvCr_gRAYBKHkMzE-HYu06-d8yFygA&s,image_dataset\Cat\Cat_22.jpg,219,230
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqyc9Es25u01fgAsUY30klebZOiqJQRZQUxQ&s,image_dataset\Cat\Cat_23.jpg,225,225
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTL8SUXhd8aEhSKarb8KYTOVyUg8ZO2SDPh12lj2AGa&s=0,image_dataset\Cat\Cat_24.jpg,50,50
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwopaXaaC6q8Jc9bCWJaPhkpw_b5j72yP4ENq7E33yxB7JtzDliVSy&s=0,image_dataset\Cat\Cat_25.jpg,50,50
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTi0JdkRSgRIvqQIs6M-8oT_Gp-i4vps5yGbmKulYeBCMeiUnqu2u8R&s=0,image_dataset\Cat\Cat_26.jpg,50,50
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgT3k-Xc0Z6jWuyS7zIj0k3ZqhZIfjgceSIw&s,image_dataset\Cat\Cat_27.jpg,201,251
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjB2nEGyuV6b9---mCXgJTT7cOg5m4CKOYpw&s,image_dataset\Cat\Cat_28.jpg,225,225
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7nyuu9sf8JiQFvfdVgujea2jzfyxi9OVQOA&s,image_dataset\Cat\Cat_29.jpg,300,168
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhEWIVVAnKL3NVIHAhFtK0l53lHU6YJY4A2A&s,image_dataset\Cat\Cat_30.jpg,225,225
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTse-oRqgdcizDAfxNQwg9FIbYY2znRaUyJ1g&s,image_dataset\Cat\Cat_31.jpg,223,226
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSi-BhhabYR1wQ8T5_YERl0es2mkJ58TGfMg&s,image_dataset\Cat\Cat_32.jpg,254,198
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-w_0KkmUrMm6LHwJX8Vp2fyU9T22ymKvfjQ&s,image_dataset\Cat\Cat_33.jpg,225,224
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTygoVEZEhVTj7_PRbKskl5CXb7IOYz-8tJQ&s,image_dataset\Cat\Cat_34.jpg,333,151
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbR5ful0nzPYiM1OrgizcTdcGM251SLB7UeA&s,image_dataset\Cat\Cat_35.jpg,300,168
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2c75uOjs48EXNt4RH-BtYvCOar-m5MRGTlg&s,image_dataset\Cat\Cat_36.jpg,183,275
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2A2H_7erBLmFEn4DTWhnTTy5TFSHCIgt7BQ&s,image_dataset\Cat\Cat_37.jpg,360,140
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBWQ4BpWPPCifXb30i5hOWoQZ4ECp71KPPLw&s,image_dataset\Cat\Cat_38.jpg,183,275
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf2rHy88ao7G_MqvODVeeOuv_PmmjFkogRcA&s,image_dataset\Cat\Cat_39.jpg,225,225
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgv36pKomqFRznh0QjfnOqAmXw_ST2qdravg&s,image_dataset\Cat\Cat_40.jpg,194,259
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxMMWd08C5AE2EXAyUKJ_5SLvDntWHayN0uA&s,image_dataset\Cat\Cat_41.jpg,275,183
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3IEf61K0yPbvk-WXHqzz_1-Oua189gIR4AQ&s,image_dataset\Cat\Cat_42.jpg,201,251
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSG_zzBgoGm2guFi5Gpj6YXgai4ZDWoRzCNpw&s,image_dataset\Cat\Cat_43.jpg,183,275
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpDiR0EV1tcD16fP8Tj6Y9o2lo1OIWW4OaKQ&s,image_dataset\Cat\Cat_44.jpg,183,275
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSv4MTKxKMt1nmnb2So9o_eLOB84OLZN1pfmg&s,image_dataset\Cat\Cat_45.jpg,360,140
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTK_xQvlo8IepssfvTa2PCFFj9Dil9mo0yBzg&s,image_dataset\Cat\Cat_46.jpg,259,194
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaaKZjTC4W1tC685hEZQ8J8VTgLOwAqI-AzA&s,image_dataset\Cat\Cat_47.jpg,290,174
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsh7uGzrqzdhRBiUJZn8QORNye26_m7bRGyg&s,image_dataset\Cat\Cat_48.jpg,300,168
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh3DznNc7muwP4eyU5nCZM3pSCgiLN_gErxQ&s,image_dataset\Cat\Cat_49.jpg,195,258
Cat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSb-gEhzmCl0W5MAv0JbeMO9Ox4iTwlh_27fg&s,image_dataset\Cat\Cat_50.jpg,373,135
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzBUyyhLx4Itc9e1uFvzfvxNyxfJcJdCHsEM22FUf0z__QYciCtyAcJiHS&s,image_dataset\Pizza\Pizza_1.jpg,46,69
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRikBjifHoFmJC9S2aMyJkaguVJEwglO3TbYf1KHjyEWiuUYz4GP-WAvs7M&s,image_dataset\Pizza\Pizza_2.jpg,46,46
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQkR_M-RGCnK2Bx2wI2YqXR7hRcZ_U2CDxZDJWveBJHcSQytQUD2IR5NOT&s,image_dataset\Pizza\Pizza_3.jpg,46,70
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh-5KT-N7dpFsVdJnexsE6J5-uPL8NdmT2qA&s,image_dataset\Pizza\Pizza_4.jpg,194,259
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOcZ1GJ2tzkfPvUcJkcjtuyjLy3N8Yu9gJGQ&s,image_dataset\Pizza\Pizza_5.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX2w-6ljxAJtEImAJ4zBsRnou1CoSAVmgvQw&s,image_dataset\Pizza\Pizza_6.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQb1lpruKcy8C9rhAWKCcPOFuvToDRembz-oA&s,image_dataset\Pizza\Pizza_7.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYe2psHdo0SGOzoJmKXAq5wCwY8sBwe4s7IQ&s,image_dataset\Pizza\Pizza_8.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpg_nKMfk-lmZskK2HsQFd9oT1Dd5Ho8hS0w&s,image_dataset\Pizza\Pizza_9.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8Lgj-H7WWhjPvlQBI7tANEtKh6edcKPazfQ&s,image_dataset\Pizza\Pizza_10.jpg,259,194
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtbBoESC-0jPlLGkoQB1eydQ_ZrZfmETtCWg&s,image_dataset\Pizza\Pizza_11.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3xmd-3QaoKWd6f1FBezvS_isskV2CUI35Mw&s,image_dataset\Pizza\Pizza_12.jpg,194,259
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5wxpUkGfEP7dw6h8gF9y01o3Ku7M6qvK9cA&s,image_dataset\Pizza\Pizza_13.jpg,201,251
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSm5dwKp1McRLdpaT2n0SmrcN1-HTVo9jQN8A&s,image_dataset\Pizza\Pizza_14.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaxVhAJD85NE9WNvuxfmutOJapD3EqHAuenQ&s,image_dataset\Pizza\Pizza_15.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRexNE0VE3DDUbnDoxYjhfMfIiH3WqhwkChYw&s,image_dataset\Pizza\Pizza_16.jpg,257,196
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYhZv5RI505418_vJpgbqz8bfWEskOwdf0GA&s,image_dataset\Pizza\Pizza_17.jpg,183,275
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRznnYcvyjfnVwTeDEY7m97pz9jbX_AnGYcpw&s,image_dataset\Pizza\Pizza_18.jpg,183,275
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjwJoV_5hBxl8J2tR393L04dr_ewkzkxTY0w&s,image_dataset\Pizza\Pizza_19.jpg,259,194
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl_lmkKymJ9Qs9kzMHJ_mnRS1dUxJbDdv0UQ&s,image_dataset\Pizza\Pizza_20.jpg,284,177
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRH_JKFL4N6R9iOtszHVU_gg2_h2EU9-oidvQ&s,image_dataset\Pizza\Pizza_21.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgviHZ-GHjHviabi2RfI2BaQ7X1WwbkAYlt2M5qwjBNqGQscARMHj7&s=0,image_dataset\Pizza\Pizza_22.jpg,50,50
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLK1cNEwuNWk7oD5cZzAf6Zpa1oL7pfcVZG27ek4QsUoyc9iacpxxR&s=0,image_dataset\Pizza\Pizza_23.jpg,50,50
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTw9Lz1gLxmt0A4WTwufoQ4jDGPbacfgWAoW9OMVccyqO1RTVQmmDji&s=0,image_dataset\Pizza\Pizza_24.jpg,50,50
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX2IsTohlGQRvi7lnlRhEF-aNOm5srhIXsyQ&s,image_dataset\Pizza\Pizza_25.jpg,292,172
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTieGgi4gSH5fJv_oxt0g7JKqFu1cuLiU4DUg&s,image_dataset\Pizza\Pizza_26.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVimUCHYWAmkNY2DRqKczGuTHi9hf1R_6tog&s,image_dataset\Pizza\Pizza_27.jpg,300,168
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSauRcTuclnQCVy9XtvzdmRwpB4ppEpCs9WGw&s,image_dataset\Pizza\Pizza_28.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAugCNf2dOSUJfpbeByMLTrgSD6Dh0QxtuzQ&s,image_dataset\Pizza\Pizza_29.jpg,201,251
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHGto6rrv0eMlfzE5glA26xZA44GMqIsoOPQ&s,image_dataset\Pizza\Pizza_30.jpg,183,275
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7gwyVp6myLmipg7C4UCZIV_LmmeKfMKryOQ&s,image_dataset\Pizza\Pizza_31.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUly4aGdEo6TWUds4yIis8ipdPUvXZjQyFPA&s,image_dataset\Pizza\Pizza_32.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHRF7jMxbaNDohINCCrvMA2CJshSQQ0M48Rw&s,image_dataset\Pizza\Pizza_33.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStXVhsMahbGZVKPvOvOeyf0mvTBeLQFGPvwg&s,image_dataset\Pizza\Pizza_34.jpg,183,275
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRd6jONKGIT4J-tBAzmZsP0sP9PU7oVV2Oc7Q&s,image_dataset\Pizza\Pizza_35.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3cZRxcSqXYLUALjxSt2a3u_68NtaeEMrm1Q&s,image_dataset\Pizza\Pizza_36.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcU8dpBBcJtwTqUYG6nteXnKQ6bGhI9iYaKg&s,image_dataset\Pizza\Pizza_37.jpg,223,226
